tipo_negocio,tiene_reja,anio_apertura,trabajadores_total,trabajadores_salario_fijo,expectativa_trabajadores_3m,ventas_vs_mes_anterior,razon_cambio_ventas,expectativa_ventas_3m,cambio_inventario,expectativa_inventario_3m,percepcion_inventario,cambio_precios,expectativa_precios_3m,impacto_crimen,impacto_falta_credito,impacto_precio_bienes,impacto_competencia,credito_bancos,credito_proveedores,credito_familia,credito_gobierno,credito_privado,credito_otro,razon_sin_credito,quiere_crecer,razon_no_crecer,nivel_digitalizacion,tecnologias_digitales,horario_apertura,horario_cierre,sexo,tipo_local,educacion,rango_edad,latitud,longitud,salario_dejar_negocio_num,salario_dejar_negocio_text,consumo_energia_kw_num,consumo_energia_kw_text,consumo_energia_kw_cash
Verdulería,False,2025.0,2.0,0.0,Permanezca igual,Peor,La gente no tiene plata para comprar,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Algo,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:30 pm,Mujer,Rentado,Preparatoria,De 41 a 50,-34.763533,-58.3986248,,No trabajaria bajo relacion de dependencia,,70000,70000
Granja,False,2017.0,5.0,5.0,Permanezca igual,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Poco,Nada,True,False,False,False,False,,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:30 pm,Hombre,Rentado,Primaria,De 41 a 50,-34.5818072,-58.4991053,5000000.0,$5000000,600.0,600 kw en dos meses,
Granja,False,2022.0,2.0,2.0,Aumente,Mejor,"hubieron mas variedades de producto, la gente lo consume mas.",Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Disminuyan,Nada,Nada,Poco,Nada,False,False,True,False,False,,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:30 am,9:30 pm,Mujer,Propio,Secundaria,De 31 a 40,-34.7073971574689,-58.4436550020017,2500000,,150,,
Fiambrería,True,1984.0,5.0,6.0,Aumente,Peor,Opción,Mayores,Aumentó,Incremente,Demsiado grande,Aumentó,Aumenten,Nada,Nada,Nada,Nada,False,False,False,False,False,No,Los procedimientos para aplicar son complicados,False,Porque teme a la inseguridad,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,7:30 am,1:30 pm,Hombre,Rentado,Sin estudios,Menos de 20,-34.6398936,-58.5638442,7272,,3773,,
Kiosko,False,2009.0,2.0,1.0,Permanezca igual,Peor,Bajo venta,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Mucho,Poco,Mucho,Moderado,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",6:00 am,9:00 pm,Mujer,Rentado,Primaria,Más de 60,-34.6400265,-58.563769,,No aceptaría,,No sabe,
Frutería,False,2025.0,1.0,0.0,Aumente,Peor,La gente especula mucho con las elecciones de octubre y no consume.,Mayores,Disminuyó,Incremente,Muy poco,Permaneció igual,,Poco,Nada,Algo,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,8:30 pm,Mujer,Propio,Secundaria,De 31 a 40,-34.61429,-58.524475,,No quiere volver a trabajar en rel de dependencia,,,
Granja,True,2005.0,2.0,0.0,Disminuya,Peor,Por situación actual del país,Menores,Disminuyó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Mucho,Mucho,Mucho,Algo,False,False,False,False,False,No,Las tasas de interés son muy altas,False,Porque sería muy complicado administrarlo,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Mujer,Rentado,Primaria,De 51 a 60,,,,Nada,,No sé sabe,
Verdulería,False,2025.0,2.0,1.0,Permanezca igual,Igual,La gente consume lo del dia a dia,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Poco,Poco,Mucho,False,True,True,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Mujer,Rentado,Secundaria,De 31 a 40,-34.615294,-58.5232,,No quiere trabajar en relacion de dependencia,192,,
Granja,True,2025.0,1.0,0.0,Permanezca igual,Igual,Ingresos mensuales de clientes bajos,Mayores,Disminuyó,Incremente,Muy poco,Bajó,Permanezcan igual,Poco,Mucho,Mucho,Nada,False,False,False,False,True,Inmobiliaria para contrato de alquiler,Los requerimientos de garantía son muy altos,False,Porque tendría que hacer trámites muy costosos,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:30 am,8:30 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.7690492,-58.4393793,1500000,,,No sé sabe,
Cafeterías,False,2025.0,2.0,0.0,Permanezca igual,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Moderado,False,False,False,False,False,,No necesito un crédito,False,Porque está satisfecho con su negocio,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:30 am,7:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.613637,-58.522462,,No le interesa tener un trabajo en rel de dependencia,,,
Granja,False,2020.0,2.0,2.0,Permanezca igual,Peor,"Bajo consumo, economía nacional",Iguales,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Mucho,True,False,False,False,True,,,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,,,2000000.0,2 millones,1772,,
Confitería o Panadería,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.57749034400566,-58.43047598092801,,,,,
Almacén,True,1998.0,2.0,0.0,Permanezca igual,Peor,"Situación económica del país, sueldos de clientes bajos",Iguales,Disminuyó,Permanezca igual,Muy poco,Aumentó,Aumenten,Moderado,Mucho,Mucho,Mucho,False,True,True,False,False,Ninguna,Los requerimientos de garantía son muy altos,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,8:00 pm,Mujer,Rentado,Universidad y más,De 41 a 50,-34.769591,-58.4404179,3000000,,,Mucho (no se sabe en KW),
Kiosko,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.577332,-58.4298866,,,,,
Verdulería,False,2022.0,5.0,5.0,Aumente,Mejor,"Cambio de temporada, más variedad, más frutas",Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Algo,Poco,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,10:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.6382186,-58.5631136,900000,,1100,,
Cafeterías,False,2022.0,2.0,0.0,Aumente,Peor,Bajaron las ventas,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Poco,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,7:30 pm,Mujer,Rentado,Preparatoria,De 21 a 30,-34.615216,-58.524733,2000000,,,,
Dietéticas,False,2018.0,5.0,5.0,Permanezca igual,Mejor,Estacional,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Algo,Mucho,Moderado,False,False,False,False,False,,Las tasas de interés son muy altas,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,4:30 pm,Hombre,Rentado,Secundaria,De 31 a 40,,,,No aceptaría,,$150.000,150000.0
Bares y pequeños restaurantes,False,2024.0,5.0,5.0,Aumente,Mejor,Por el equipo que se armo,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Poco,Moderado,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",12:00 pm,4:00 pm,Hombre,Rentado,Secundaria,De 21 a 30,-34.615597,-58.525543,3000000,,,,
Verdulería,False,2019.0,2.0,0.0,Permanezca igual,Peor,"No hay plata, poca venta",Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Disminuyan,Poco,Nada,Mucho,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:00 am,8:30 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.615407,-58.522825,1000000,,167,,
Confitería o Panadería,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.5784431,-58.4295986,,,,,
Granja,True,1980.0,2.0,2.0,Permanezca igual,Peor,El consumidor no tiene plata,Menores,Disminuyó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Moderado,False,False,False,False,False,,Las tasas de interés son muy altas,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,8:00 am,1:00 pm,Hombre,Propio,Preparatoria,Más de 60,,,5000000,,,100000,100000
Dietéticas,False,2025.0,2.0,0.0,Permanezca igual,Igual,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Nada,Moderado,Algo,False,True,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.616081,-58.522222,6000000,,,,
Confitería o Panadería,False,2015.0,2.0,2.0,Permanezca igual,Igual,Son productos que senecesitan todos los dias,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Algo,Poco,Mucho,Moderado,False,False,False,False,False,.,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:00 am,9:30 pm,Mujer,Rentado,Secundaria,De 31 a 40,-37.3336113,-59.1130764,,,,,
Carnicería,False,2018.0,5.0,2.0,Permanezca igual,Igual,Clientela desarrollada y producto de calidad,Iguales,Aumentó,Permanezca igual,Demsiado grande,Aumentó,Aumenten,Nada,Nada,Algo,Nada,False,False,False,False,False,,,,,,,,,,,,,-34.578813,-58.4303949,,,,,
Almacén,False,2024.0,3.0,0.0,Permanezca igual,Mejor,"Se aumentaron opciones del menú de comidas, aceptamos tarjetas (no muchos lugares en la zona aceptan) y buena atención al cliente",Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Aumenten,Poco,Nada,Poco,Nada,False,False,False,False,False,,No necesito un crédito,False,Porque sería muy complicado administrarlo,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,10:00 pm,Hombre,Rentado,Universidad y más,De 21 a 30,-34.827601,-58.388376,3000000,,,No tiene la información ya que comparte el servicio con el local de al lado,
Cafeterías,False,2024.0,10.0,9.0,Disminuya,Peor,Dinero y tension electoral,Menores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Moderado,Moderado,Mucho,False,False,False,False,False,.,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,9:00 pm,Mujer,Rentado,Preparatoria,De 21 a 30,-37.3308156,-59.112079,,,,,
Cafeterías,False,2023.0,10.0,10.0,Permanezca igual,Igual,Varían todo el tiempo.,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Moderado,Moderado,Moderado,False,True,False,False,False,.,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",7:30 am,8:30 pm,Mujer,Rentado,Universidad y más,De 21 a 30,-37.3282045,-59.1140112,,,,,
Carnicería,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.6110393,-58.3961813,,,,,
Kiosko,True,2020.0,4.0,4.0,Disminuya,Peor,Por el gobierno actual,Mayores,Permaneció igual,Disminuya,En su nivel correcto,Aumentó,Aumenten,Moderado,Mucho,Mucho,Moderado,False,True,False,False,False,Nada,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-34.760593,-58.3981557,2500000.0,$2500000,,No sabe,
Bares y pequeños restaurantes,False,2024.0,2.0,1.0,Permanezca igual,Igual,La gente no tiene plata,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Poco,Nada,Mucho,Mucho,False,False,True,False,False,No,Las tasas de interés son muy altas,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,12:00 pm,7:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.7603969,-58.3982104,3000000,,1200,,
Confitería o Panadería,False,2018.0,10.0,2.0,Permanezca igual,Mejor,Reajuste de precios,Iguales,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Moderado,Moderado,Moderado,Nada,False,False,False,False,False,No,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,8:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.7598413,-58.3980152,400000,,,No sabe,
